profile_id,age_group,gender,location,preferred_genre,average_listening_hours,device_type,music_service
2761,55+,Other,UK,EDM,17.07,Mobile,Spotify
2762,55+,Other,Brazil,Jazz,16.39,Tablet,Spotify
2763,25-34,Other,Canada,Metal,11.33,Tablet,Spotify
2764,35-44,Male,Germany,Hip-Hop,15.46,Mobile,YouTube Music
2765,35-44,Male,France,Hip-Hop,28.99,Tablet,YouTube Music
2766,45-54,Non-binary,Germany,Rock,7.08,Tablet,Amazon Music
2767,18-24,Male,South Korea,Jazz,22.85,Desktop,Amazon Music
2768,45-54,Other,Brazil,Pop,8.08,Mobile,Spotify
2769,35-44,Other,Canada,Jazz,23.19,Mobile,Amazon Music
2770,45-54,Other,USA,Country,13.63,Mobile,Apple Music
2771,18-24,Male,Brazil,EDM,28.99,Tablet,Spotify
2772,55+,Male,India,Classical,11.93,Tablet,Spotify
2773,35-44,Female,Germany,EDM,7.99,Tablet,Spotify
2774,25-34,Female,UK,Country,29.8,Tablet,Apple Music
2775,45-54,Non-binary,UK,EDM,13.13,Tablet,Apple Music
2776,25-34,Other,Brazil,EDM,7.57,Mobile,Amazon Music
2777,18-24,Other,South Korea,Country,18.23,Desktop,Apple Music
2778,55+,Female,USA,Classical,25.28,Desktop,Apple Music
2779,25-34,Other,USA,Metal,6.91,Mobile,Amazon Music
2780,35-44,Non-binary,Australia,Country,18.05,Tablet,Amazon Music
2781,55+,Male,France,EDM,12.52,Desktop,Amazon Music
2782,55+,Male,UK,Metal,18.38,Desktop,Spotify
2783,35-44,Other,India,Classical,22.24,Mobile,Amazon Music
2784,55+,Male,Canada,EDM,15.56,Desktop,Apple Music
2785,18-24,Non-binary,India,Hip-Hop,14.59,Mobile,YouTube Music
2786,45-54,Male,France,Jazz,22.7,Mobile,Apple Music
2787,25-34,Male,UK,EDM,7.97,Mobile,YouTube Music
2788,45-54,Other,India,Country,8.1,Tablet,YouTube Music
2789,35-44,Other,Brazil,Country,8.19,Desktop,Amazon Music
2790,55+,Female,Brazil,Country,8.48,Tablet,Spotify
2791,25-34,Female,South Korea,Pop,11.7,Mobile,Spotify
2792,25-34,Female,Germany,Jazz,19.94,Desktop,Amazon Music
2793,45-54,Other,Germany,Hip-Hop,23.1,Desktop,Apple Music
2794,25-34,Female,South Korea,Classical,10.9,Tablet,Amazon Music
2795,35-44,Male,South Korea,Jazz,7.65,Desktop,Apple Music
2796,55+,Other,USA,Country,14.41,Desktop,YouTube Music
2797,25-34,Male,South Korea,Rock,25.03,Mobile,Amazon Music
2798,55+,Female,India,Country,21.39,Mobile,Amazon Music
2799,35-44,Other,USA,Jazz,29.2,Desktop,YouTube Music
2800,18-24,Non-binary,Canada,Classical,29.04,Desktop,Amazon Music
2801,25-34,Non-binary,France,Pop,15.8,Mobile,YouTube Music
2802,45-54,Non-binary,Brazil,Hip-Hop,8.15,Tablet,Spotify
2803,55+,Female,UK,Jazz,5.38,Mobile,YouTube Music
2804,18-24,Female,Australia,Jazz,27.14,Mobile,Spotify
2805,45-54,Male,South Korea,Pop,23.32,Desktop,Spotify
2806,25-34,Female,India,EDM,21.74,Desktop,YouTube Music
2807,18-24,Male,Australia,EDM,5.3,Desktop,Apple Music
2808,18-24,Male,UK,Classical,29.87,Tablet,Spotify
2809,55+,Other,India,Pop,7.98,Tablet,YouTube Music
2810,35-44,Male,Japan,Hip-Hop,20.07,Desktop,Apple Music
2811,18-24,Male,USA,Hip-Hop,13.48,Mobile,YouTube Music
2812,25-34,Non-binary,France,Rock,26.65,Mobile,YouTube Music
2813,18-24,Non-binary,France,Pop,26.66,Tablet,Spotify
2814,45-54,Other,South Korea,Country,8.33,Desktop,Amazon Music
2815,45-54,Male,Canada,Pop,15.91,Desktop,Spotify
2816,18-24,Other,Australia,Pop,8.48,Mobile,YouTube Music
2817,35-44,Female,Brazil,Rock,15.15,Tablet,Amazon Music
2818,55+,Non-binary,Brazil,Country,26.09,Desktop,YouTube Music
2819,35-44,Male,India,Classical,29.9,Desktop,Amazon Music
2820,55+,Other,Germany,Classical,12.81,Desktop,YouTube Music
2821,45-54,Male,USA,Classical,10.5,Tablet,Spotify
2822,35-44,Male,Japan,Metal,6.68,Mobile,YouTube Music
2823,45-54,Other,South Korea,Rock,22.06,Mobile,YouTube Music
2824,18-24,Male,USA,EDM,7.0,Mobile,Apple Music
2825,25-34,Male,India,Hip-Hop,5.65,Tablet,Apple Music
2826,35-44,Male,India,Country,17.71,Desktop,Apple Music
2827,25-34,Male,Canada,Jazz,9.8,Mobile,Amazon Music
2828,45-54,Female,France,Hip-Hop,16.74,Desktop,YouTube Music
2829,35-44,Non-binary,UK,Classical,21.02,Tablet,Apple Music
2830,55+,Female,Japan,Country,8.12,Desktop,Apple Music
2831,18-24,Male,France,EDM,26.04,Mobile,Spotify
2832,45-54,Other,Brazil,EDM,27.68,Desktop,Spotify
2833,18-24,Other,India,Rock,24.19,Tablet,YouTube Music
2834,25-34,Other,UK,Metal,14.54,Mobile,Apple Music
2835,45-54,Non-binary,USA,EDM,29.92,Tablet,Amazon Music
2836,45-54,Other,France,Country,28.19,Desktop,Apple Music
2837,55+,Non-binary,South Korea,Classical,11.69,Mobile,YouTube Music
2838,18-24,Non-binary,UK,Pop,28.75,Tablet,Spotify
2839,35-44,Other,France,EDM,15.34,Mobile,Apple Music
2840,25-34,Male,India,Metal,29.73,Mobile,Spotify
2841,45-54,Non-binary,South Korea,Pop,20.6,Desktop,Apple Music
2842,18-24,Non-binary,Germany,Jazz,26.42,Tablet,Apple Music
2843,35-44,Male,Australia,Rock,9.21,Tablet,Amazon Music
2844,18-24,Male,India,Country,14.29,Desktop,Spotify
2845,18-24,Non-binary,UK,Rock,25.25,Desktop,YouTube Music
2846,45-54,Other,USA,Hip-Hop,24.21,Tablet,Spotify
2847,55+,Female,USA,Pop,25.3,Desktop,Amazon Music
2848,35-44,Male,South Korea,Hip-Hop,9.16,Mobile,YouTube Music
2849,45-54,Non-binary,Brazil,Rock,28.16,Mobile,Apple Music
2850,45-54,Female,USA,Country,29.58,Mobile,Spotify
2851,18-24,Other,France,Jazz,7.03,Mobile,Amazon Music
2852,18-24,Non-binary,Germany,Jazz,20.84,Desktop,YouTube Music
2853,45-54,Non-binary,Japan,Country,10.96,Desktop,Apple Music
2854,18-24,Female,India,Metal,10.53,Tablet,Spotify
2855,35-44,Male,Japan,Metal,8.39,Mobile,Spotify
2856,35-44,Male,France,Hip-Hop,7.81,Tablet,Spotify
2857,25-34,Female,France,Classical,6.2,Mobile,Amazon Music
2858,25-34,Non-binary,India,Hip-Hop,16.09,Tablet,Amazon Music
2859,55+,Male,Brazil,Country,20.03,Desktop,Apple Music
2860,35-44,Non-binary,Canada,Pop,13.32,Mobile,YouTube Music
2861,18-24,Female,Japan,Metal,8.1,Mobile,Spotify
2862,55+,Other,Japan,Pop,9.29,Mobile,Amazon Music
2863,25-34,Other,Germany,Rock,24.61,Mobile,YouTube Music
2864,18-24,Other,France,EDM,7.66,Tablet,Amazon Music
2865,55+,Other,UK,Country,12.67,Desktop,YouTube Music
2866,18-24,Other,Australia,Metal,10.13,Mobile,YouTube Music
2867,45-54,Male,USA,Jazz,27.56,Tablet,Apple Music
2868,55+,Female,South Korea,Country,23.78,Desktop,Apple Music
2869,25-34,Male,Germany,Pop,9.65,Desktop,YouTube Music
2870,45-54,Non-binary,Japan,Country,20.93,Desktop,Apple Music
2871,55+,Female,UK,Hip-Hop,8.39,Tablet,Apple Music
2872,35-44,Other,Brazil,Rock,8.57,Mobile,YouTube Music
2873,45-54,Non-binary,India,EDM,11.19,Mobile,YouTube Music
2874,55+,Male,India,Pop,19.66,Mobile,Spotify
2875,35-44,Male,UK,Jazz,8.96,Desktop,Apple Music
2876,45-54,Non-binary,France,Jazz,27.9,Mobile,Amazon Music
2877,25-34,Female,Japan,Rock,5.1,Mobile,Amazon Music
2878,45-54,Non-binary,Canada,Jazz,24.05,Desktop,Amazon Music
2879,55+,Other,Australia,Rock,6.58,Desktop,Apple Music
2880,18-24,Other,Brazil,Country,10.49,Desktop,YouTube Music
2881,18-24,Other,USA,Jazz,12.86,Desktop,Apple Music
2882,25-34,Non-binary,India,Classical,18.29,Mobile,YouTube Music
2883,45-54,Female,Germany,Country,13.86,Desktop,Amazon Music
2884,35-44,Non-binary,Australia,Pop,10.52,Tablet,Amazon Music
2885,25-34,Male,Australia,Pop,10.77,Tablet,Amazon Music
2886,35-44,Non-binary,Canada,Classical,25.8,Tablet,Apple Music
2887,45-54,Female,Canada,Jazz,22.02,Desktop,Amazon Music
2888,25-34,Non-binary,South Korea,Jazz,21.2,Mobile,Spotify
2889,18-24,Male,France,Classical,10.12,Tablet,Spotify
2890,18-24,Female,Brazil,Hip-Hop,9.15,Mobile,Amazon Music
2891,45-54,Female,Japan,EDM,28.03,Desktop,Apple Music
2892,45-54,Other,USA,Rock,8.0,Desktop,Spotify
2893,18-24,Non-binary,Germany,Pop,26.12,Desktop,Amazon Music
2894,55+,Non-binary,UK,EDM,26.52,Mobile,Spotify
2895,25-34,Other,India,Country,25.3,Tablet,Amazon Music
2896,45-54,Non-binary,USA,Metal,20.89,Mobile,Amazon Music
2897,18-24,Female,Canada,EDM,6.72,Tablet,YouTube Music
2898,25-34,Other,France,Classical,12.17,Desktop,Amazon Music
2899,18-24,Other,France,Jazz,11.17,Mobile,Spotify
2900,18-24,Female,France,Hip-Hop,11.66,Desktop,Amazon Music
2901,35-44,Female,India,Metal,9.74,Mobile,YouTube Music
2902,55+,Non-binary,India,Pop,27.62,Mobile,Apple Music
2903,35-44,Male,Canada,Rock,18.44,Desktop,Apple Music
2904,45-54,Other,USA,Country,11.53,Mobile,YouTube Music
2905,55+,Other,France,Jazz,13.97,Tablet,Apple Music
2906,55+,Female,France,Rock,9.3,Mobile,Amazon Music
2907,35-44,Female,France,Pop,21.83,Desktop,Amazon Music
2908,35-44,Non-binary,France,Hip-Hop,9.76,Mobile,Apple Music
2909,25-34,Male,USA,Pop,5.73,Desktop,Spotify
2910,18-24,Female,Germany,Classical,22.16,Tablet,Spotify
2911,55+,Male,France,Jazz,8.76,Desktop,Amazon Music
2912,45-54,Female,Australia,Metal,8.92,Desktop,Amazon Music
2913,55+,Female,Japan,Pop,10.48,Tablet,Amazon Music
2914,35-44,Female,South Korea,Pop,18.59,Desktop,Spotify
2915,45-54,Non-binary,India,Country,15.15,Desktop,Amazon Music
2916,45-54,Non-binary,France,Pop,24.37,Mobile,Spotify
2917,18-24,Other,Germany,Jazz,27.84,Tablet,YouTube Music
2918,35-44,Other,Germany,Metal,27.01,Desktop,Spotify
2919,45-54,Male,South Korea,Country,21.02,Tablet,Amazon Music
2920,25-34,Female,Japan,Metal,23.81,Desktop,Spotify
2921,25-34,Female,India,Rock,6.96,Desktop,YouTube Music
2922,55+,Female,Japan,Pop,19.93,Mobile,Apple Music
2923,45-54,Male,Japan,Hip-Hop,7.6,Desktop,Spotify
2924,45-54,Female,Brazil,Country,16.69,Desktop,YouTube Music
2925,45-54,Non-binary,Japan,Pop,6.31,Tablet,YouTube Music
2926,18-24,Male,USA,Country,6.07,Mobile,Apple Music
2927,25-34,Other,South Korea,Pop,20.53,Tablet,YouTube Music
2928,45-54,Female,Germany,Classical,9.48,Mobile,Amazon Music
2929,35-44,Non-binary,Japan,Rock,24.36,Mobile,Apple Music
2930,18-24,Female,Brazil,Country,29.75,Tablet,Amazon Music
2931,25-34,Non-binary,South Korea,Jazz,16.41,Tablet,Amazon Music
2932,35-44,Non-binary,South Korea,Metal,13.43,Tablet,Apple Music
2933,18-24,Female,Germany,Pop,11.81,Tablet,Apple Music
2934,18-24,Other,USA,Pop,5.52,Mobile,Spotify
2935,35-44,Other,USA,EDM,10.48,Mobile,YouTube Music
2936,25-34,Male,Australia,Country,5.33,Mobile,Spotify
2937,45-54,Male,Australia,EDM,11.03,Tablet,Spotify
2938,18-24,Female,USA,Jazz,12.4,Tablet,YouTube Music
2939,55+,Other,France,Country,26.27,Mobile,Amazon Music
2940,55+,Female,India,EDM,23.62,Desktop,Amazon Music
2941,45-54,Male,UK,Country,7.11,Desktop,Amazon Music
2942,45-54,Female,Japan,Classical,11.17,Tablet,YouTube Music
2943,18-24,Female,Japan,Country,16.38,Mobile,YouTube Music
2944,55+,Other,UK,Country,18.15,Desktop,Apple Music
2945,55+,Female,France,Jazz,24.63,Desktop,Spotify
2946,45-54,Male,Japan,Hip-Hop,22.14,Mobile,Apple Music
2947,45-54,Other,Australia,Jazz,22.99,Tablet,Amazon Music
2948,55+,Male,USA,Jazz,18.63,Desktop,YouTube Music
2949,55+,Female,Australia,Jazz,7.99,Desktop,Apple Music
2950,35-44,Female,Japan,Country,26.2,Tablet,YouTube Music
2951,45-54,Other,Germany,Classical,8.11,Tablet,Apple Music
2952,45-54,Male,Australia,Classical,23.45,Mobile,Apple Music
2953,18-24,Female,USA,Hip-Hop,7.49,Tablet,Amazon Music
2954,18-24,Non-binary,USA,Rock,26.17,Tablet,Apple Music
2955,35-44,Male,Canada,Classical,10.52,Desktop,Amazon Music
2956,18-24,Female,Japan,Metal,7.03,Tablet,Apple Music
2957,45-54,Other,Japan,Classical,14.64,Desktop,Spotify
2958,25-34,Non-binary,Japan,Metal,8.6,Mobile,Amazon Music
2959,35-44,Female,Australia,Jazz,13.61,Tablet,Spotify
2960,35-44,Male,Germany,Metal,7.66,Mobile,Amazon Music
2961,55+,Male,India,Classical,25.14,Desktop,Amazon Music
2962,18-24,Non-binary,India,Pop,7.16,Mobile,Apple Music
2963,55+,Other,Germany,Hip-Hop,7.46,Mobile,Spotify
2964,55+,Non-binary,South Korea,Rock,17.65,Tablet,Amazon Music
2965,18-24,Other,USA,Classical,9.98,Mobile,Spotify
2966,18-24,Other,USA,Hip-Hop,9.6,Tablet,YouTube Music
2967,55+,Non-binary,Brazil,Metal,22.71,Tablet,Amazon Music
2968,55+,Female,Japan,Country,13.8,Mobile,Spotify
2969,25-34,Male,Japan,Classical,23.26,Desktop,Amazon Music
2970,18-24,Other,India,Metal,12.02,Tablet,YouTube Music
2971,18-24,Other,UK,Metal,24.89,Mobile,Apple Music
2972,25-34,Female,Japan,Rock,24.94,Tablet,Amazon Music
2973,18-24,Non-binary,Germany,Metal,26.7,Mobile,Amazon Music
2974,35-44,Other,Germany,Country,13.51,Tablet,Apple Music
2975,18-24,Other,Australia,Rock,9.45,Tablet,Apple Music
2976,25-34,Non-binary,France,Pop,22.47,Tablet,Spotify
2977,18-24,Male,France,Metal,19.3,Desktop,Apple Music
2978,25-34,Other,USA,Country,22.42,Tablet,Amazon Music
2979,18-24,Male,USA,Country,6.16,Mobile,Spotify
2980,55+,Non-binary,India,Metal,5.68,Mobile,Amazon Music
2981,45-54,Male,France,Metal,29.85,Desktop,Spotify
2982,55+,Male,UK,EDM,26.16,Desktop,YouTube Music
2983,18-24,Male,Japan,Country,19.21,Tablet,YouTube Music
2984,45-54,Other,Germany,Jazz,7.62,Desktop,Spotify
2985,55+,Other,Brazil,EDM,11.06,Tablet,YouTube Music
2986,35-44,Other,Japan,Rock,13.83,Mobile,Amazon Music
2987,18-24,Non-binary,Germany,Hip-Hop,6.48,Desktop,Spotify
2988,25-34,Male,Australia,Metal,6.95,Mobile,Apple Music
2989,55+,Non-binary,France,Hip-Hop,8.49,Desktop,Apple Music
2990,18-24,Male,Brazil,EDM,23.92,Desktop,Amazon Music
2991,45-54,Other,Brazil,Country,15.85,Tablet,Apple Music
2992,45-54,Female,USA,Hip-Hop,13.31,Desktop,Apple Music
2993,25-34,Female,India,EDM,12.73,Mobile,Spotify
2994,25-34,Other,Australia,Hip-Hop,29.87,Mobile,Apple Music
2995,18-24,Other,Germany,Rock,17.16,Tablet,Apple Music
2996,55+,Non-binary,Japan,EDM,6.8,Desktop,YouTube Music
2997,25-34,Male,Germany,Rock,10.07,Mobile,Spotify
2998,25-34,Male,USA,Country,21.59,Tablet,Amazon Music
2999,25-34,Other,UK,Hip-Hop,21.3,Desktop,YouTube Music
3000,35-44,Non-binary,Brazil,Hip-Hop,12.3,Tablet,YouTube Music
3001,18-24,Female,Japan,Pop,5.61,Mobile,Amazon Music
3002,25-34,Non-binary,UK,Rock,23.58,Tablet,YouTube Music
3003,35-44,Male,Japan,Classical,20.76,Desktop,Amazon Music
3004,25-34,Other,Japan,Metal,8.06,Tablet,Spotify
3005,55+,Other,France,EDM,20.17,Tablet,Spotify
3006,25-34,Female,Canada,Pop,24.08,Mobile,Spotify
3007,25-34,Non-binary,Australia,Hip-Hop,14.61,Mobile,Spotify
3008,18-24,Male,UK,EDM,14.84,Tablet,Apple Music
3009,25-34,Female,Brazil,Classical,29.89,Tablet,Apple Music
3010,25-34,Non-binary,USA,Rock,9.47,Desktop,Apple Music
3011,35-44,Male,Australia,Hip-Hop,24.34,Desktop,Spotify
3012,35-44,Male,Japan,Classical,15.63,Desktop,Apple Music
3013,45-54,Male,USA,Hip-Hop,27.78,Tablet,Amazon Music
3014,45-54,Other,South Korea,EDM,19.58,Mobile,YouTube Music
3015,25-34,Male,Germany,Pop,12.1,Mobile,Apple Music
3016,25-34,Female,Australia,Jazz,29.53,Desktop,YouTube Music
3017,45-54,Other,Australia,Pop,5.12,Tablet,Spotify
3018,35-44,Male,UK,EDM,29.83,Tablet,Apple Music
3019,18-24,Female,UK,Country,15.51,Tablet,Spotify
3020,25-34,Non-binary,Canada,Metal,15.67,Mobile,Spotify
3021,25-34,Male,Australia,Jazz,28.13,Mobile,Apple Music
3022,55+,Male,France,Metal,7.96,Desktop,Apple Music
3023,35-44,Male,Brazil,Pop,5.32,Tablet,Spotify
3024,35-44,Other,UK,Country,28.6,Tablet,YouTube Music
3025,55+,Male,Japan,EDM,9.24,Desktop,YouTube Music
3026,18-24,Female,India,Pop,17.66,Desktop,Apple Music
3027,45-54,Male,Germany,Hip-Hop,16.71,Tablet,Spotify
3028,55+,Male,India,Classical,11.57,Tablet,Amazon Music
3029,18-24,Non-binary,Brazil,Classical,27.37,Desktop,Amazon Music
3030,45-54,Other,France,Country,13.07,Mobile,Apple Music
3031,55+,Non-binary,Germany,EDM,10.22,Tablet,Spotify
3032,45-54,Female,Brazil,Pop,21.14,Desktop,Spotify
3033,35-44,Male,Japan,Rock,27.66,Mobile,YouTube Music
3034,25-34,Non-binary,Japan,Rock,20.98,Mobile,Amazon Music
3035,55+,Other,South Korea,Rock,28.53,Desktop,Spotify
3036,45-54,Other,Brazil,Classical,20.17,Desktop,Apple Music
3037,25-34,Non-binary,Canada,EDM,14.65,Desktop,Spotify
3038,25-34,Other,Brazil,Country,13.33,Desktop,Amazon Music
3039,35-44,Male,France,Country,23.98,Mobile,Apple Music
3040,45-54,Male,India,Hip-Hop,17.92,Tablet,YouTube Music
3041,25-34,Non-binary,Brazil,Classical,6.34,Tablet,Spotify
3042,55+,Other,France,Country,26.94,Tablet,YouTube Music
3043,25-34,Male,Germany,Pop,12.36,Desktop,Amazon Music
3044,25-34,Other,USA,Metal,21.71,Mobile,Apple Music
3045,45-54,Female,India,Country,12.95,Tablet,Apple Music
3046,45-54,Other,Japan,Metal,27.85,Tablet,YouTube Music
3047,18-24,Non-binary,South Korea,Pop,28.28,Tablet,YouTube Music
3048,45-54,Female,France,EDM,21.8,Desktop,YouTube Music
3049,18-24,Non-binary,Australia,Country,27.04,Mobile,YouTube Music
3050,55+,Other,Canada,Country,21.58,Tablet,Apple Music
3051,55+,Non-binary,South Korea,Pop,27.07,Desktop,Apple Music
3052,45-54,Male,Australia,Pop,16.95,Desktop,Amazon Music
3053,35-44,Male,South Korea,Classical,11.8,Tablet,Amazon Music
3054,18-24,Male,Canada,Rock,17.77,Desktop,Apple Music
3055,55+,Female,UK,Country,27.47,Desktop,YouTube Music
3056,55+,Male,Japan,Pop,20.86,Mobile,Amazon Music
3057,55+,Other,Canada,Metal,20.95,Mobile,Apple Music
3058,35-44,Female,USA,EDM,23.84,Tablet,YouTube Music
3059,35-44,Female,USA,EDM,10.0,Mobile,Apple Music
3060,25-34,Male,Canada,Pop,8.33,Tablet,Amazon Music
3061,25-34,Non-binary,Germany,Country,20.53,Tablet,Spotify
3062,25-34,Female,South Korea,Rock,29.18,Tablet,Apple Music
3063,35-44,Male,Germany,Country,22.08,Tablet,Spotify
3064,45-54,Non-binary,Brazil,Metal,22.63,Mobile,YouTube Music
3065,35-44,Non-binary,Canada,EDM,21.96,Mobile,YouTube Music
3066,25-34,Male,USA,EDM,5.27,Mobile,YouTube Music
3067,45-54,Male,India,EDM,28.97,Tablet,Amazon Music
3068,55+,Male,India,Rock,11.39,Tablet,Amazon Music
3069,35-44,Other,Canada,Metal,15.96,Mobile,Apple Music
3070,45-54,Non-binary,UK,EDM,27.9,Tablet,Amazon Music
3071,35-44,Other,France,Classical,7.43,Tablet,Spotify
3072,45-54,Male,Germany,Rock,17.17,Mobile,YouTube Music
3073,18-24,Non-binary,Canada,Hip-Hop,27.0,Mobile,Amazon Music
3074,25-34,Male,USA,Classical,22.22,Mobile,Apple Music
3075,35-44,Female,France,Jazz,20.24,Desktop,Amazon Music
3076,25-34,Female,India,Pop,6.61,Mobile,Amazon Music
3077,18-24,Male,Germany,Jazz,16.7,Mobile,Spotify
3078,55+,Other,Brazil,Rock,7.44,Tablet,Amazon Music
3079,18-24,Other,UK,Jazz,6.31,Mobile,Spotify
3080,55+,Male,France,Country,10.13,Tablet,YouTube Music
3081,55+,Non-binary,France,Hip-Hop,14.91,Desktop,YouTube Music
3082,35-44,Non-binary,Japan,Jazz,19.65,Desktop,Apple Music
3083,45-54,Non-binary,India,Rock,7.02,Mobile,Amazon Music
3084,18-24,Male,Australia,Metal,23.26,Tablet,Amazon Music
3085,45-54,Non-binary,Australia,Classical,29.14,Tablet,Spotify
3086,55+,Male,USA,Pop,10.02,Desktop,Spotify
3087,25-34,Male,India,Metal,21.86,Tablet,Amazon Music
3088,55+,Other,India,Rock,11.47,Mobile,Amazon Music
3089,55+,Other,Canada,Pop,14.31,Desktop,Spotify
3090,45-54,Other,Japan,Jazz,22.68,Tablet,Apple Music
3091,18-24,Non-binary,UK,Jazz,16.21,Desktop,Spotify
3092,45-54,Female,India,Classical,23.51,Tablet,Apple Music
3093,35-44,Other,Germany,EDM,25.44,Desktop,YouTube Music
3094,18-24,Male,UK,Jazz,5.47,Mobile,Amazon Music
3095,25-34,Non-binary,USA,Rock,21.05,Desktop,Spotify
3096,25-34,Female,Australia,Classical,20.88,Desktop,Amazon Music
3097,35-44,Other,France,Rock,17.59,Desktop,Apple Music
3098,18-24,Other,Canada,Country,22.45,Mobile,YouTube Music
3099,18-24,Other,Canada,Pop,8.39,Mobile,YouTube Music
3100,55+,Other,France,Pop,12.17,Desktop,Amazon Music
3101,18-24,Female,Canada,Hip-Hop,20.59,Desktop,Spotify
3102,45-54,Non-binary,France,Country,5.96,Mobile,Apple Music
3103,18-24,Male,Germany,Country,22.69,Tablet,YouTube Music
3104,35-44,Other,Australia,Pop,24.3,Mobile,Apple Music
3105,45-54,Female,Brazil,EDM,12.78,Tablet,Amazon Music
3106,25-34,Male,India,Country,15.38,Desktop,YouTube Music
3107,45-54,Female,Australia,Rock,19.6,Tablet,Spotify
3108,55+,Non-binary,India,Jazz,11.18,Desktop,Spotify
3109,45-54,Female,South Korea,EDM,21.41,Tablet,Apple Music
3110,18-24,Female,Brazil,Jazz,27.25,Desktop,Apple Music
3111,45-54,Male,Australia,Rock,13.11,Tablet,YouTube Music
3112,55+,Female,Australia,Hip-Hop,25.58,Mobile,Spotify
3113,25-34,Female,UK,Jazz,25.0,Tablet,YouTube Music
3114,18-24,Female,India,Hip-Hop,20.15,Mobile,Amazon Music
3115,55+,Other,France,Classical,6.6,Mobile,Amazon Music
3116,55+,Female,France,Hip-Hop,18.25,Mobile,Amazon Music
3117,45-54,Other,India,Jazz,21.71,Mobile,Apple Music
3118,25-34,Non-binary,France,Classical,14.42,Tablet,Apple Music
3119,45-54,Female,USA,Metal,5.11,Tablet,Amazon Music
3120,18-24,Female,South Korea,Jazz,26.09,Tablet,YouTube Music
3121,35-44,Male,Australia,Pop,25.23,Desktop,Apple Music
3122,45-54,Other,Canada,Hip-Hop,20.07,Tablet,Apple Music
3123,55+,Non-binary,Germany,EDM,18.82,Desktop,YouTube Music
3124,55+,Non-binary,Germany,Hip-Hop,29.19,Mobile,Spotify
3125,55+,Other,Canada,Rock,16.59,Tablet,Amazon Music
3126,45-54,Male,India,Hip-Hop,5.17,Tablet,Amazon Music
3127,45-54,Non-binary,Australia,Rock,9.32,Mobile,Spotify
3128,45-54,Male,Germany,Rock,8.14,Tablet,YouTube Music
3129,18-24,Non-binary,Germany,Classical,5.42,Mobile,Amazon Music
3130,45-54,Female,UK,Pop,23.31,Tablet,Spotify
3131,18-24,Male,Australia,EDM,18.93,Mobile,Spotify
3132,18-24,Non-binary,Brazil,Classical,25.55,Mobile,Amazon Music
3133,25-34,Female,South Korea,Jazz,6.5,Desktop,Spotify
3134,18-24,Non-binary,Canada,Jazz,5.14,Desktop,Amazon Music
3135,45-54,Male,France,Hip-Hop,9.59,Desktop,Apple Music
3136,18-24,Female,Brazil,Jazz,10.69,Tablet,Apple Music
3137,35-44,Male,Germany,Metal,6.0,Mobile,Amazon Music
3138,55+,Female,Germany,Country,28.17,Desktop,Apple Music
3139,45-54,Female,India,Classical,5.14,Tablet,Spotify
3140,18-24,Other,USA,Pop,12.6,Tablet,Spotify
3141,55+,Female,Germany,Rock,24.11,Desktop,Apple Music
3142,25-34,Female,USA,Metal,29.17,Desktop,Spotify
3143,35-44,Female,France,Country,10.37,Mobile,YouTube Music
3144,35-44,Male,UK,Metal,25.17,Desktop,YouTube Music
3145,55+,Female,South Korea,Country,25.1,Desktop,YouTube Music
3146,55+,Other,Germany,Rock,22.62,Desktop,Amazon Music
3147,45-54,Female,Brazil,Pop,6.04,Desktop,Apple Music
3148,18-24,Other,Canada,Hip-Hop,28.96,Tablet,Apple Music
3149,18-24,Female,India,Pop,9.19,Tablet,Spotify
3150,55+,Female,Brazil,Country,29.1,Mobile,YouTube Music
3151,45-54,Female,India,Rock,22.39,Tablet,Amazon Music
3152,45-54,Female,South Korea,Rock,19.66,Tablet,Apple Music
3153,55+,Male,South Korea,Country,11.17,Desktop,Spotify
3154,35-44,Male,Japan,Classical,18.61,Mobile,Apple Music
3155,25-34,Female,France,EDM,21.5,Mobile,Spotify
3156,45-54,Non-binary,South Korea,Rock,16.33,Mobile,YouTube Music
3157,55+,Female,USA,Hip-Hop,29.4,Tablet,Apple Music
3158,55+,Other,UK,Classical,28.34,Tablet,Amazon Music
3159,45-54,Male,India,Rock,13.7,Tablet,Apple Music
3160,55+,Male,USA,Metal,22.84,Mobile,Apple Music
3161,35-44,Other,Germany,Country,28.55,Mobile,YouTube Music
3162,45-54,Male,Canada,Country,28.69,Mobile,Spotify
3163,55+,Other,Japan,Jazz,14.8,Desktop,YouTube Music
3164,55+,Female,Germany,Metal,12.66,Mobile,Apple Music
3165,18-24,Female,Germany,Country,17.79,Tablet,Amazon Music
3166,45-54,Non-binary,India,Jazz,12.57,Desktop,YouTube Music
3167,25-34,Other,USA,Jazz,21.72,Tablet,Apple Music
3168,18-24,Other,Japan,Metal,21.82,Tablet,Apple Music
3169,35-44,Male,USA,Classical,18.58,Mobile,Amazon Music
3170,18-24,Non-binary,Australia,Jazz,10.69,Mobile,YouTube Music
3171,45-54,Non-binary,USA,EDM,20.94,Mobile,YouTube Music
3172,55+,Male,USA,EDM,17.08,Desktop,Spotify
3173,45-54,Male,France,Classical,18.65,Tablet,Spotify
3174,55+,Non-binary,UK,EDM,15.23,Tablet,Apple Music
3175,35-44,Other,USA,Rock,16.33,Desktop,YouTube Music
