engagement_id,profile_id,artist_id,streams,likes,shares,comments,time_spent_on_artist,date
4127,4133,17,36,39,8,8,43.89,2024-10-21
4128,4069,35,95,10,11,6,83.57,2024-03-13
4129,1101,31,97,8,5,3,51.0,2024-09-21
4130,2422,4,65,43,9,0,92.48,2024-08-16
4131,4101,18,56,41,14,0,146.93,2024-06-10
4132,311,2,27,18,6,1,81.01,2024-04-09
4133,4820,37,25,37,13,0,172.48,2024-05-04
4134,4650,14,53,30,5,0,34.83,2024-03-08
4135,4029,7,66,32,9,8,145.14,2024-06-22
4136,1976,15,18,6,1,1,25.14,2024-03-17
4137,3993,42,65,18,4,4,38.5,2024-10-06
4138,1540,17,94,12,11,7,91.35,2024-04-25
4139,126,39,65,0,11,9,179.81,2024-02-22
4140,1890,10,11,30,6,5,81.46,2024-03-08
4141,1385,11,59,46,10,1,174.28,2024-11-01
4142,1025,13,61,41,19,2,128.74,2024-06-15
4143,837,46,60,41,14,9,30.86,2024-09-06
4144,3684,36,58,28,17,7,174.8,2024-01-06
4145,1852,42,92,46,17,2,196.42,2024-09-21
4146,1775,50,61,11,6,3,50.76,2024-07-07
4147,1765,9,80,32,0,4,165.45,2024-06-12
4148,3030,41,9,24,6,8,125.18,2024-04-27
4149,4644,43,55,18,7,4,168.73,2024-06-23
4150,2822,8,19,31,6,0,172.08,2024-11-02
4151,2311,17,9,4,16,0,37.11,2024-05-29
4152,164,12,22,41,16,9,19.25,2024-06-24
4153,2639,38,92,26,13,9,56.22,2024-05-27
4154,2168,26,97,17,8,1,141.71,2024-08-06
4155,1465,18,92,41,5,4,129.05,2024-05-26
4156,4023,17,38,7,1,3,25.78,2024-05-27
4157,529,8,76,46,4,6,26.99,2024-08-29
4158,430,7,80,31,3,9,173.74,2024-10-11
4159,4514,6,20,17,5,7,88.67,2024-09-03
4160,1214,22,41,27,15,9,154.12,2024-03-16
4161,2646,37,30,26,17,1,17.59,2024-08-22
4162,2587,16,53,30,13,4,66.84,2024-03-03
4163,2873,28,12,9,17,1,29.13,2024-08-09
4164,4528,46,58,9,14,2,113.84,2024-10-10
4165,2324,19,43,8,7,3,39.47,2024-10-24
4166,3236,30,78,13,9,5,39.42,2024-10-11
4167,1923,2,57,46,0,9,158.64,2024-10-21
4168,1379,25,23,8,2,5,63.42,2024-09-18
4169,575,23,82,49,13,6,195.8,2024-11-05
4170,3642,14,41,1,1,9,76.08,2024-07-11
4171,1601,31,50,3,2,1,17.03,2024-07-16
4172,786,25,52,15,1,4,199.04,2024-03-26
4173,147,28,71,22,17,8,117.15,2024-05-07
4174,4929,31,19,8,6,6,109.05,2024-08-28
4175,2835,35,34,29,3,8,11.68,2024-02-10
4176,2225,10,81,11,15,7,33.87,2024-05-02
4177,1931,21,7,7,19,8,84.58,2024-03-05
4178,1706,12,77,36,0,8,173.62,2024-01-27
4179,1167,24,24,25,3,4,24.84,2024-06-08
4180,1743,30,47,7,16,5,16.38,2024-05-15
4181,4310,37,54,44,5,8,176.18,2024-01-24
4182,2697,34,60,17,5,8,62.46,2024-05-10
4183,1023,26,82,48,17,0,136.49,2024-02-25
4184,3114,46,8,7,18,5,146.57,2024-05-16
4185,663,11,2,28,2,6,163.29,2024-10-04
4186,3636,40,94,10,3,9,164.2,2024-01-29
4187,4939,46,55,13,11,7,181.19,2024-03-28
4188,3859,34,70,31,14,6,178.61,2024-02-14
4189,1850,9,62,36,2,8,28.55,2024-09-30
4190,3603,48,7,15,0,8,59.36,2024-08-01
4191,1598,39,82,13,12,7,196.89,2024-01-14
4192,2321,6,82,21,0,2,53.23,2024-05-27
4193,3500,3,77,47,18,8,193.25,2024-09-15
4194,4955,26,73,17,18,5,107.15,2024-04-06
4195,1911,36,91,41,16,6,119.08,2024-05-01
4196,4830,14,73,1,2,5,124.3,2024-03-17
4197,1542,3,24,44,14,4,103.87,2024-04-10
4198,2670,5,51,46,18,9,20.04,2024-07-04
4199,442,20,66,20,1,3,150.58,2024-04-01
4200,4991,13,66,38,19,1,187.42,2024-06-07
4201,316,33,11,18,2,9,133.68,2024-05-02
4202,4065,20,21,30,1,8,68.43,2024-10-12
4203,3387,5,79,24,4,6,161.16,2024-01-24
4204,3423,29,92,8,6,0,108.36,2024-09-08
4205,311,3,4,22,17,2,43.68,2024-07-26
4206,4715,23,59,38,1,3,29.54,2024-10-28
4207,3232,13,23,43,11,0,161.76,2024-02-21
4208,3735,46,9,47,15,7,46.56,2024-10-06
4209,3703,12,2,32,17,3,163.35,2024-06-30
4210,4060,36,24,21,11,5,168.66,2024-03-03
4211,1430,32,36,7,18,6,100.54,2024-10-16
4212,3270,23,74,10,6,0,19.57,2024-09-10
4213,4331,46,13,4,15,3,53.66,2024-08-24
4214,4194,8,31,24,19,7,28.75,2024-07-06
4215,2951,19,25,29,12,9,192.59,2024-09-09
4216,3080,32,9,22,7,9,178.25,2024-05-01
4217,909,23,52,0,11,9,137.32,2024-02-08
4218,2544,28,51,31,4,1,178.92,2024-08-15
4219,1133,26,87,35,8,9,164.53,2024-09-09
4220,1436,3,59,13,14,9,82.45,2024-02-16
4221,3400,18,77,3,17,6,63.68,2024-07-12
4222,2843,1,95,43,3,4,30.68,2024-07-21
4223,3544,19,38,11,6,9,161.17,2024-08-04
4224,2587,33,37,31,4,1,140.91,2024-09-10
4225,3450,14,35,43,6,7,195.65,2024-08-28
4226,1881,22,49,38,14,6,39.01,2024-08-28
4227,1604,50,2,40,17,4,100.81,2024-08-22
4228,2663,20,12,4,13,9,180.38,2024-09-16
4229,3153,48,89,45,9,5,184.25,2024-07-17
4230,1978,17,44,49,7,8,149.27,2024-04-23
4231,336,5,67,27,17,3,16.81,2024-02-21
4232,4485,43,86,26,18,4,12.29,2024-04-20
4233,4701,3,6,26,3,6,137.27,2024-06-20
4234,1645,42,19,32,6,0,113.73,2024-05-27
4235,2160,3,99,37,7,0,126.56,2024-08-16
4236,259,42,15,19,8,0,114.08,2024-10-21
4237,3183,45,93,19,7,0,63.48,2024-03-31
4238,2606,22,83,42,5,3,192.88,2024-04-06
4239,4507,24,55,9,15,8,75.51,2024-07-06
4240,4801,36,26,8,19,0,182.02,2024-10-21
4241,1507,6,35,38,13,3,94.68,2024-07-21
4242,988,32,1,6,19,6,194.26,2024-06-03
4243,2882,49,28,21,9,5,106.21,2024-02-03
4244,262,24,17,3,16,3,44.35,2024-04-20
4245,2815,10,61,3,19,8,161.87,2024-08-18
4246,313,37,72,28,5,5,29.67,2024-01-17
4247,815,32,58,28,7,9,89.59,2024-09-02
4248,3433,9,47,13,8,8,186.5,2024-05-11
4249,1247,18,75,16,9,9,86.66,2024-09-23
4250,4845,14,82,34,14,4,166.89,2024-07-09
4251,2912,18,25,3,17,6,105.42,2024-03-19
4252,3708,35,34,43,9,7,36.7,2024-04-13
4253,4301,50,18,11,5,3,32.49,2024-08-24
4254,1157,33,9,40,19,4,77.39,2024-09-02
4255,4571,5,2,24,14,0,136.49,2024-10-18
4256,402,12,50,35,3,2,159.09,2024-04-03
4257,3253,21,10,37,4,4,48.82,2024-06-22
4258,3036,36,31,37,17,3,141.62,2024-10-30
4259,2817,49,11,21,3,2,195.45,2024-01-04
4260,1409,22,98,20,2,1,161.2,2024-06-19
4261,4815,46,10,19,18,3,152.76,2024-03-10
4262,4035,45,8,15,12,0,158.08,2024-01-14
4263,1720,26,75,43,16,3,172.81,2024-06-04
4264,4090,8,80,0,12,6,164.91,2024-02-13
4265,4623,20,22,2,18,9,121.93,2024-08-31
4266,3567,42,58,37,19,8,75.93,2024-05-02
4267,4219,34,70,35,5,3,43.09,2024-08-13
4268,3378,11,42,28,17,4,109.98,2024-05-30
4269,2260,35,13,11,12,2,57.01,2024-10-02
4270,2040,45,71,32,8,3,170.98,2024-06-14
4271,2268,42,33,30,14,4,189.48,2024-10-28
4272,1300,29,79,14,15,3,105.36,2024-02-14
4273,952,46,27,1,15,4,75.0,2024-02-09
4274,1844,15,40,2,3,1,192.13,2024-04-29
4275,4644,23,96,9,0,3,141.79,2024-08-01
4276,2460,11,79,8,3,0,130.27,2024-05-22
4277,4523,33,28,4,11,8,98.26,2024-01-08
4278,3091,17,92,3,0,0,19.33,2024-10-15
4279,4116,50,16,49,7,7,142.0,2024-01-06
4280,2244,30,51,17,6,4,164.26,2024-02-05
4281,3155,25,99,15,10,5,81.63,2024-06-14
4282,352,38,99,38,4,2,29.88,2024-06-28
4283,332,38,95,21,13,1,93.93,2024-06-17
4284,4387,44,84,14,0,8,145.2,2024-05-07
4285,3660,26,45,11,8,6,119.87,2024-08-08
4286,880,18,90,22,7,2,65.25,2024-10-18
4287,1250,49,41,9,16,6,136.67,2024-03-10
4288,902,20,83,16,5,5,86.58,2024-06-05
4289,3768,26,27,27,19,7,33.01,2024-02-24
4290,1855,14,25,9,5,0,155.2,2024-09-17
4291,3000,7,61,38,12,2,60.35,2024-03-22
4292,809,43,79,7,15,1,134.84,2024-02-11
4293,4230,6,96,18,4,8,52.07,2024-10-01
4294,4081,14,5,38,4,4,95.52,2024-04-26
4295,1100,34,16,12,16,0,125.88,2024-07-16
4296,4967,36,96,15,11,5,128.15,2024-08-05
4297,1409,18,97,19,15,1,157.34,2024-08-04
4298,2411,38,66,9,19,0,112.23,2024-03-10
4299,1098,44,63,34,8,5,161.7,2024-06-07
4300,2398,48,43,17,7,5,124.88,2024-01-05
4301,770,3,96,10,12,0,117.04,2024-03-18
4302,251,14,43,6,10,8,144.06,2024-01-17
4303,3502,2,77,20,15,5,22.64,2024-02-21
4304,4296,41,19,22,5,9,95.22,2024-09-22
4305,2703,25,74,48,4,6,82.76,2024-05-31
4306,3162,46,46,14,17,2,126.6,2024-01-13
4307,4966,36,87,11,12,0,116.27,2024-02-28
4308,105,27,21,42,0,9,179.08,2024-04-13
4309,3395,43,66,43,11,5,108.34,2024-09-17
4310,4863,7,47,0,10,2,111.48,2024-01-31
4311,4784,2,57,21,7,7,133.47,2024-06-06
4312,3806,43,9,26,5,3,89.05,2024-06-16
4313,3321,50,25,35,6,7,57.85,2024-08-13
4314,2949,25,71,1,2,3,16.31,2024-03-28
4315,4621,17,30,18,8,6,170.11,2024-08-20
4316,422,18,68,21,0,6,66.41,2024-08-11
4317,18,29,40,48,17,5,84.02,2024-06-24
4318,1527,46,19,49,4,0,47.12,2024-09-28
4319,2750,27,79,23,0,9,132.2,2024-01-02
4320,1570,50,2,1,3,2,166.6,2024-02-09
4321,4839,35,32,16,8,9,114.26,2024-02-14
4322,1109,13,41,21,4,0,152.39,2024-04-02
4323,1621,9,22,19,17,1,129.13,2024-09-15
4324,2210,38,2,20,16,9,90.07,2024-02-20
4325,4634,9,92,16,13,4,41.22,2024-05-05
4326,795,19,19,42,0,3,157.85,2024-10-16
4327,1180,24,74,39,1,3,117.31,2024-02-08
4328,867,2,67,31,11,4,79.81,2024-01-02
4329,903,4,45,18,5,6,128.17,2024-10-17
4330,4796,24,63,1,17,8,189.49,2024-05-22
4331,761,11,78,23,10,5,179.21,2024-03-30
4332,2938,4,70,45,11,9,14.22,2024-03-06
4333,438,13,99,22,15,4,146.93,2024-09-19
4334,3347,21,49,42,11,7,188.63,2024-05-24
4335,2792,6,83,43,14,5,84.55,2024-05-30
4336,4095,40,48,43,17,7,27.61,2024-04-11
4337,1071,23,74,10,18,9,121.39,2024-10-06
4338,1130,9,20,16,14,6,57.48,2024-04-06
4339,3040,45,21,36,7,3,85.54,2024-05-25
4340,877,31,79,49,1,3,193.83,2024-07-10
4341,4576,16,54,7,13,4,156.67,2024-08-10
4342,2353,19,50,42,14,7,21.79,2024-08-11
4343,2861,50,42,2,13,7,55.3,2024-03-26
4344,1371,19,91,12,13,9,86.57,2024-04-17
4345,1956,2,94,43,14,6,47.63,2024-06-17
4346,3261,39,31,9,3,5,87.61,2024-07-25
4347,676,11,26,18,7,9,176.37,2024-05-17
4348,3900,7,54,41,9,9,66.49,2024-01-03
4349,4737,30,94,45,1,5,69.13,2024-03-12
4350,1011,13,60,28,9,9,174.29,2024-05-16
4351,3144,9,18,34,19,1,111.05,2024-10-18
4352,3859,3,84,26,12,3,60.19,2024-01-28
4353,4098,42,97,24,8,0,22.87,2024-02-25
4354,829,32,98,22,6,6,112.87,2024-08-25
4355,2960,47,79,18,12,7,174.86,2024-03-15
4356,176,1,61,29,11,3,175.43,2024-02-07
4357,1494,10,55,32,9,0,66.75,2024-08-09
4358,3811,42,86,25,11,4,155.4,2024-04-25
4359,4490,8,88,23,10,8,87.89,2024-10-02
4360,3095,18,39,34,3,0,41.6,2024-07-03
4361,722,24,6,47,13,3,96.77,2024-09-27
4362,1517,2,32,19,1,9,16.97,2024-11-04
4363,145,28,99,16,7,2,77.75,2024-04-03
4364,2047,19,5,47,10,2,178.43,2024-04-08
4365,3884,18,18,11,15,8,70.69,2024-06-17
4366,2159,32,8,36,10,4,192.64,2024-09-27
4367,3018,38,39,18,8,7,58.6,2024-02-16
4368,622,34,27,28,6,5,22.79,2024-08-23
4369,4103,25,21,47,19,3,169.19,2024-02-19
4370,3628,17,33,6,0,5,102.42,2024-11-03
4371,428,11,91,16,5,7,160.23,2024-03-03
4372,1008,11,85,44,14,0,73.04,2024-08-18
4373,3544,26,8,3,18,2,189.1,2024-08-11
4374,2522,12,23,45,15,3,168.06,2024-08-15
4375,2813,31,37,29,0,3,81.77,2024-10-18
4376,4554,18,55,14,5,7,159.92,2024-02-20
4377,2563,30,39,41,8,1,41.22,2024-10-10
4378,3403,21,93,36,1,5,125.07,2024-06-22
4379,1818,35,90,0,6,3,59.65,2024-08-09
4380,264,44,45,23,5,4,147.36,2024-08-23
4381,3729,49,45,0,10,5,28.09,2024-06-23
4382,885,50,68,12,14,5,105.7,2024-03-27
4383,3594,35,76,7,8,6,16.51,2024-02-13
4384,2521,47,67,29,11,0,182.18,2024-06-15
4385,3120,26,71,15,10,4,179.12,2024-10-09
4386,1088,29,55,29,19,0,172.09,2024-02-27
4387,347,28,70,35,8,5,52.38,2024-07-13
4388,4443,2,50,30,12,5,22.07,2024-03-10
4389,524,10,22,34,7,1,47.62,2024-05-26
4390,1000,20,71,27,18,0,172.52,2024-09-14
4391,4577,35,82,36,9,3,181.0,2024-07-24
4392,3627,48,68,45,12,8,23.22,2024-01-07
4393,861,19,68,30,11,2,134.74,2024-09-23
4394,4234,19,91,18,18,0,110.35,2024-10-08
4395,4934,19,66,1,15,7,24.7,2024-07-24
4396,2958,28,79,5,16,5,169.48,2024-03-24
4397,4697,43,51,27,10,7,156.94,2024-08-09
4398,603,1,67,6,11,6,113.03,2024-04-12
4399,533,29,95,43,14,6,169.55,2024-10-26
4400,582,24,17,13,4,7,27.84,2024-04-23
4401,2266,37,53,26,14,8,113.59,2024-08-31
4402,2680,24,52,11,13,1,60.39,2024-02-23
4403,682,43,6,8,13,2,32.2,2024-01-18
4404,2827,21,9,1,1,0,95.66,2024-09-07
4405,1326,14,37,47,5,6,83.29,2024-09-22
4406,1044,40,10,26,0,3,85.21,2024-10-14
4407,4316,26,21,19,4,0,178.88,2024-04-17
4408,409,39,23,41,19,3,32.54,2024-10-10
4409,2295,7,40,4,5,1,112.17,2024-05-31
4410,3123,43,99,34,3,7,62.14,2024-09-15
4411,3894,23,78,40,2,7,38.02,2024-06-22
4412,3635,24,68,25,14,9,88.79,2024-07-26
4413,3264,18,29,16,3,5,81.5,2024-10-26
4414,4396,33,93,4,7,1,107.59,2024-02-13
4415,3754,1,68,37,13,0,80.74,2024-01-12
4416,3383,10,36,17,1,5,24.17,2024-05-18
4417,515,22,3,38,1,8,141.1,2024-04-05
4418,2328,17,7,8,4,6,160.2,2024-10-19
4419,2428,29,97,42,10,6,145.4,2024-06-03
4420,1777,12,3,0,6,5,63.87,2024-01-28
4421,3913,20,42,24,14,5,36.22,2024-03-12
4422,2376,15,19,38,13,4,21.0,2024-06-11
4423,4077,27,31,29,6,9,174.38,2024-02-13
4424,3311,1,11,30,1,4,39.95,2024-10-07
4425,413,15,67,17,8,5,120.52,2024-09-07
4426,1278,21,3,3,2,0,158.76,2024-07-16
4427,3782,28,69,37,4,0,110.65,2024-11-03
4428,4609,28,71,10,18,3,148.6,2024-08-27
4429,67,49,69,49,2,4,120.95,2024-06-17
4430,1359,15,25,22,9,6,179.93,2024-10-25
4431,4004,16,84,42,13,9,50.2,2024-07-11
4432,4727,12,65,39,16,4,87.63,2024-05-09
4433,3721,40,52,26,3,0,199.37,2024-04-05
4434,3168,36,75,7,10,6,114.32,2024-10-17
4435,216,1,24,39,12,2,181.73,2024-10-02
4436,4987,31,97,49,0,4,154.7,2024-04-07
4437,2485,1,83,40,7,7,12.62,2024-07-21
4438,4132,42,84,14,2,6,59.5,2024-08-12
4439,156,32,1,3,8,2,114.4,2024-10-16
4440,2623,50,43,29,12,8,128.48,2024-07-09
4441,2433,32,6,13,5,1,108.42,2024-04-26
4442,4525,49,77,22,0,0,140.38,2024-03-02
4443,4784,49,97,9,13,2,64.17,2024-07-10
4444,3094,12,1,4,6,2,34.66,2024-07-28
4445,532,10,65,33,9,7,134.84,2024-08-15
4446,3562,48,93,32,16,3,35.73,2024-01-04
4447,477,13,93,12,19,4,27.53,2024-07-14
4448,2001,41,15,35,17,8,155.28,2024-05-29
4449,3828,4,85,32,5,9,119.27,2024-06-19
4450,4221,6,41,41,15,5,40.43,2024-07-16
4451,4858,19,95,31,13,7,29.82,2024-09-07
4452,3809,44,44,16,10,2,197.56,2024-09-01
4453,2282,16,98,15,18,2,167.98,2024-08-03
4454,2362,19,8,48,3,7,92.51,2024-09-07
4455,3234,47,53,25,14,6,172.35,2024-07-26
4456,2148,36,21,17,5,0,178.28,2024-06-27
4457,1392,23,3,41,19,6,182.81,2024-10-26
4458,1754,10,53,7,19,7,126.42,2024-05-23
4459,777,11,25,36,15,4,98.18,2024-02-07
4460,3133,15,82,36,8,0,22.59,2024-09-07
4461,2334,45,89,2,15,5,117.8,2024-02-07
4462,4782,43,19,20,16,8,123.43,2024-10-30
4463,2529,14,39,38,11,8,132.19,2024-03-21
4464,562,27,72,13,11,6,62.56,2024-08-03
4465,4083,13,79,6,14,0,75.48,2024-07-10
4466,1743,21,23,26,0,3,180.53,2024-08-29
4467,1379,33,37,3,14,8,147.49,2024-09-15
4468,1738,17,62,47,5,7,101.99,2024-05-27
4469,3047,23,9,16,1,4,121.73,2024-06-22
4470,2407,10,18,11,7,8,129.59,2024-07-20
4471,3935,20,68,44,14,6,57.19,2024-07-03
4472,420,2,85,14,8,6,73.41,2024-09-15
4473,4030,17,76,39,7,3,191.48,2024-04-24
4474,2685,20,61,16,1,7,75.74,2024-04-02
4475,1363,8,58,1,13,1,130.2,2024-07-13
4476,3062,7,94,8,7,3,161.58,2024-03-27
4477,1288,19,63,26,3,0,194.42,2024-05-30
4478,76,22,89,47,14,2,136.65,2024-01-06
4479,1134,28,50,48,7,3,77.44,2024-09-08
4480,1522,45,83,6,15,4,181.78,2024-03-16
4481,2450,29,44,11,17,6,90.02,2024-05-27
4482,4120,4,57,23,12,0,78.99,2024-09-26
4483,1336,49,52,9,13,0,141.91,2024-04-08
4484,2543,17,80,9,4,5,29.93,2024-05-28
4485,1468,12,18,27,3,4,170.32,2024-06-10
4486,2195,6,29,1,9,6,64.35,2024-10-26
4487,1396,43,7,21,14,3,112.95,2024-07-20
4488,3310,48,81,40,17,2,187.89,2024-01-20
4489,1737,18,19,42,10,0,74.1,2024-01-24
4490,3571,29,86,10,0,2,35.52,2024-04-19
4491,1651,30,3,4,15,4,158.16,2024-02-12
4492,2592,45,76,23,14,3,166.63,2024-09-26
4493,59,30,4,6,7,7,82.87,2024-04-21
4494,1259,38,9,3,6,6,199.49,2024-10-03
4495,2296,33,54,5,18,0,96.53,2024-10-06
4496,38,2,26,42,5,0,10.86,2024-09-01
4497,3763,5,33,33,17,4,97.61,2024-03-20
4498,4496,44,14,42,18,1,62.36,2024-01-03
4499,1942,6,50,3,9,4,164.0,2024-03-15
4500,1557,31,15,43,3,9,136.83,2024-08-22
4501,2059,32,96,32,6,2,100.92,2024-07-06
4502,469,8,24,39,13,9,107.39,2024-08-01
4503,3744,50,78,34,14,5,118.37,2024-08-21
4504,1963,50,12,0,18,6,57.57,2024-04-06
4505,308,5,21,4,10,8,66.8,2024-06-12
4506,2185,44,49,27,9,0,127.54,2024-01-11
4507,3729,15,43,36,19,3,28.13,2024-04-27
4508,4152,43,24,11,7,7,129.24,2024-08-05
4509,297,29,50,29,5,3,126.74,2024-08-24
4510,3736,24,5,18,4,5,19.85,2024-07-18
4511,1312,8,14,10,9,0,43.6,2024-04-13
4512,2335,46,33,3,4,2,153.5,2024-03-20
4513,2797,11,78,18,6,0,173.03,2024-05-19
4514,3783,29,33,9,10,4,126.18,2024-10-04
4515,2782,7,56,34,11,8,82.71,2024-07-18
4516,2707,35,70,17,2,8,188.28,2024-07-14
4517,4424,13,25,23,2,4,126.0,2024-10-12
4518,3150,32,81,7,13,1,86.06,2024-05-13
4519,4295,47,43,17,5,8,74.46,2024-08-28
4520,403,27,16,30,13,4,153.13,2024-09-28
4521,4107,7,9,49,19,4,56.7,2024-03-28
4522,564,4,92,19,8,4,65.25,2024-09-27
4523,3367,33,9,6,17,6,132.7,2024-03-03
4524,4832,31,75,4,18,3,80.26,2024-04-29
4525,4415,7,47,22,16,5,178.13,2024-07-27
4526,4343,26,82,37,5,7,133.94,2024-01-22
4527,4217,23,40,2,16,1,15.13,2024-05-10
4528,4387,42,90,32,6,7,132.65,2024-01-06
4529,1244,8,36,47,8,6,126.98,2024-10-27
4530,2161,34,45,6,15,1,50.8,2024-09-03
4531,1896,21,56,13,5,9,130.8,2024-11-02
4532,4758,8,35,25,15,2,88.36,2024-04-12
4533,3406,32,29,9,16,3,40.72,2024-10-26
4534,522,9,8,32,6,4,83.83,2024-02-05
4535,575,30,92,13,14,6,14.08,2024-10-03
4536,2072,26,82,32,10,8,80.01,2024-02-10
4537,86,27,11,16,2,0,69.48,2024-08-18
4538,4187,3,20,0,3,9,196.88,2024-06-24
4539,2716,48,53,25,9,8,106.37,2024-01-26
4540,1650,11,16,37,1,0,43.77,2024-10-10
4541,2218,36,50,38,4,6,150.5,2024-03-22
4542,2330,11,38,43,0,5,146.99,2024-10-25
4543,544,30,47,23,6,8,182.7,2024-07-02
4544,3480,24,30,3,9,8,123.63,2024-08-22
4545,374,4,84,38,15,3,166.42,2024-04-26
4546,3306,31,52,16,5,5,20.44,2024-09-24
4547,1075,43,69,32,9,8,191.78,2024-08-13
4548,3812,35,99,44,18,5,113.81,2024-10-11
4549,4643,42,19,0,10,6,89.75,2024-09-21
4550,759,22,79,47,7,4,154.43,2024-10-04
4551,3546,27,72,6,15,5,25.7,2024-07-07
4552,3868,25,34,45,0,0,70.77,2024-09-10
4553,2284,32,30,19,5,1,19.68,2024-10-03
4554,3565,17,3,46,1,6,55.38,2024-05-26
4555,4933,17,71,21,8,0,30.17,2024-10-23
4556,3277,31,44,25,2,7,99.8,2024-09-10
4557,1965,34,26,15,6,5,34.84,2024-05-22
4558,2723,11,18,12,16,1,97.02,2024-02-16
4559,3513,37,77,25,16,8,126.0,2024-09-16
4560,1233,39,29,44,0,4,113.48,2024-01-10
4561,1088,39,69,44,7,3,114.67,2024-06-02
4562,3626,50,50,27,8,9,173.19,2024-10-29
4563,2433,1,96,44,16,4,126.6,2024-10-01
4564,2966,13,49,28,4,5,12.58,2024-07-02
4565,1853,4,8,35,12,9,144.82,2024-04-29
4566,4101,34,69,23,13,9,145.18,2024-06-10
4567,4629,48,24,9,15,2,20.24,2024-09-12
4568,1147,30,61,26,10,0,118.37,2024-04-09
4569,123,37,15,34,14,9,182.06,2024-05-03
4570,1549,18,53,25,17,1,101.31,2024-05-25
4571,1793,38,81,23,19,6,51.39,2024-10-15
4572,4646,14,56,46,16,1,30.38,2024-11-01
4573,2097,25,59,2,13,9,110.26,2024-01-18
4574,3778,49,36,37,17,8,64.6,2024-09-26
4575,1850,24,46,0,19,9,146.81,2024-07-15
4576,4449,46,49,37,4,0,31.74,2024-09-11
4577,3278,7,14,4,9,9,172.46,2024-02-04
4578,3957,8,54,31,9,0,29.54,2024-08-27
4579,2996,9,52,28,11,5,81.8,2024-05-19
4580,1258,50,75,39,16,1,77.98,2024-05-07
4581,4127,15,25,45,13,2,145.2,2024-01-29
4582,1084,44,32,2,3,6,119.41,2024-05-18
4583,923,6,16,17,6,6,60.4,2024-09-04
4584,635,38,76,22,1,5,155.54,2024-09-09
4585,4214,1,36,5,0,6,60.71,2024-10-08
4586,2457,48,75,47,0,4,110.78,2024-02-19
4587,2013,19,14,27,6,2,185.95,2024-08-24
4588,3892,50,67,24,9,9,194.41,2024-01-07
4589,2351,28,12,30,3,9,28.35,2024-10-20
4590,3131,42,38,0,0,9,67.54,2024-10-16
4591,4074,28,32,46,14,2,157.5,2024-03-22
4592,3199,2,36,29,8,5,179.58,2024-05-10
4593,2291,38,25,3,6,0,78.38,2024-05-06
4594,4536,23,18,15,13,0,29.97,2024-05-01
4595,2070,37,58,5,10,4,93.45,2024-06-14
4596,2949,9,89,13,18,4,122.32,2024-06-22
4597,317,23,51,2,12,3,142.21,2024-06-15
4598,1658,28,55,33,14,2,76.53,2024-03-09
4599,4507,24,32,21,7,5,26.85,2024-08-03
4600,1978,5,21,27,19,3,90.74,2024-04-08
4601,755,1,38,4,6,9,82.57,2024-02-19
4602,4158,49,34,21,16,1,150.84,2024-01-05
4603,109,12,76,35,4,3,124.76,2024-10-14
4604,3239,47,30,24,4,3,24.23,2024-05-05
4605,3083,28,40,31,14,8,115.56,2024-04-27
4606,3498,27,28,16,9,1,25.49,2024-04-28
4607,1198,49,59,36,0,9,84.57,2024-02-16
4608,1875,19,84,3,7,7,41.75,2024-04-24
4609,3667,35,37,7,2,0,187.53,2024-10-31
4610,1704,45,41,14,11,3,133.06,2024-08-18
4611,2744,35,55,13,13,9,54.7,2024-04-26
4612,4114,43,74,37,18,1,71.86,2024-02-21
4613,4266,34,4,25,14,1,140.99,2024-10-13
4614,1761,48,78,13,16,6,180.22,2024-03-09
4615,127,4,45,47,3,3,130.53,2024-01-14
4616,1388,48,23,6,11,3,37.9,2024-04-25
4617,2955,27,63,24,19,7,192.18,2024-02-06
4618,605,5,52,9,12,8,17.5,2024-05-17
4619,2310,37,20,25,1,4,157.56,2024-01-17
4620,3404,19,33,4,6,5,10.51,2024-10-20
4621,2044,14,24,27,11,0,94.68,2024-06-29
4622,3196,42,42,4,18,5,128.22,2024-09-24
4623,2639,6,85,41,19,8,92.8,2024-07-29
4624,1777,30,89,37,19,3,53.86,2024-04-13
4625,3125,35,25,15,0,8,112.25,2024-01-05
4626,409,29,87,46,3,8,149.67,2024-02-22
4627,4842,4,20,13,7,6,167.07,2024-05-14
4628,4665,14,30,9,3,8,157.3,2024-01-13
4629,1326,40,8,49,3,6,36.6,2024-02-03
4630,3892,28,82,45,10,2,103.45,2024-09-01
4631,3706,22,43,13,11,3,136.6,2024-08-15
4632,2399,6,20,36,3,8,49.9,2024-04-26
4633,2154,14,53,3,9,8,16.43,2024-02-24
4634,2359,45,60,14,10,3,13.73,2024-07-19
4635,1134,27,59,23,6,3,117.78,2024-10-30
4636,3101,5,17,26,11,8,194.19,2024-05-03
4637,2247,2,1,40,2,3,46.96,2024-04-24
4638,1505,39,82,2,16,7,46.23,2024-09-29
4639,1733,39,77,29,15,9,175.09,2024-05-16
4640,2445,12,13,27,9,5,164.86,2024-10-11
4641,1797,46,82,48,8,9,168.8,2024-06-17
4642,4988,47,91,17,18,3,116.56,2024-06-08
4643,3659,6,95,38,0,3,186.95,2024-01-29
4644,2436,25,41,11,7,8,119.26,2024-02-09
4645,4053,45,91,47,9,5,135.01,2024-04-27
4646,1131,39,10,7,8,4,188.04,2024-06-30
